file_name,provider_name,provider_extension,agent_extension,phone_number,start_time,end_time
john_003,John Doe,101,1001,001-292-671-5594x518,2025-04-25 01:35:00,2025-04-25 01:52:00
ali_001,Ali Khan,1003,001-719-348-8703,2025-04-17 21:00:26,2025-04-17 21:06:26
maria_002,Maria Garcia,1004,177-997-1749,2025-04-02 19:39:18,2025-04-02 20:02:18
liu_001,Liu Wei,1005,507.408.2470x578,2025-04-19 22:44:40,2025-04-19 23:06:40
maria_003,Maria Garcia,1004,001-909-101-5196x28701,2025-04-20 06:20:14,2025-04-20 06:26:14
ali_001,Ali Khan,1003,(301)291-1594x749,2025-04-08 02:34:19,2025-04-08 02:44:19
ali_003,Ali Khan,1003,001-248-797-8204x027,2025-04-21 04:18:00,2025-04-21 04:27:00
liu_001,Liu Wei,1005,+1-475-530-9989x856,2025-04-10 06:24:50,2025-04-10 06:31:50
ali_001,Ali Khan,1003,744-014-3448,2025-04-16 22:06:23,2025-04-16 22:22:23
ali_001,Ali Khan,1003,001-514-691-8272x48184,2025-04-23 15:39:59,2025-04-23 16:07:59
liu_002,Liu Wei,1005,797.749.8640x4140,2025-04-20 23:14:28,2025-04-20 23:26:28
maria_001,Maria Garcia,1004,+1-439-751-5364x02406,2025-04-18 10:44:19,2025-04-18 10:50:19
maria_003,Maria Garcia,1004,5851287509,2025-04-17 01:37:44,2025-04-17 02:04:44
ali_001,Ali Khan,1003,3657153377,2025-04-13 06:48:10,2025-04-13 06:58:10
ali_002,Ali Khan,1003,2744900069,2025-04-01 13:43:13,2025-04-01 13:49:13
john_003,John Doe,101,1001,514.949.7515x92831,2025-04-21 18:54:22,2025-04-21 19:08:22
john_003,John Doe,101,1001,387.304.5715x2364,2025-04-17 03:53:07,2025-04-17 04:00:07
liu_002,Liu Wei,1005,607.707.5933x2598,2025-04-05 00:03:46,2025-04-05 00:25:46
john_001,John Doe,101,1001,861.845.9607x6170,2025-04-19 23:12:36,2025-04-19 23:40:36
ali_003,Ali Khan,1003,(413)788-5783,2025-04-04 17:18:45,2025-04-04 17:29:45
maria_002,Maria Garcia,1004,375-974-0298,2025-04-02 20:30:43,2025-04-02 20:59:43
jane_002,Jane Smith,1002,386-529-0905,2025-04-10 07:43:46,2025-04-10 07:49:46
ali_002,Ali Khan,1003,675.819.2296,2025-05-01 06:35:37,2025-05-01 06:59:37
liu_001,Liu Wei,1005,655.200.8759,2025-04-19 14:12:12,2025-04-19 14:37:12
maria_002,Maria Garcia,1004,001-737-348-8937x3683,2025-04-22 22:30:02,2025-04-22 22:45:02
jane_003,Jane Smith,1002,071.101.0990x76103,2025-04-13 21:26:53,2025-04-13 21:37:53
liu_002,Liu Wei,1005,051-773-2612,2025-04-30 20:05:39,2025-04-30 20:16:39
ali_002,Ali Khan,1003,906-238-2235x72268,2025-04-16 10:29:06,2025-04-16 10:46:06
maria_003,Maria Garcia,1004,375.617.3288x58849,2025-04-12 07:16:03,2025-04-12 07:21:03
liu_002,Liu Wei,1005,886.451.8465,2025-04-10 12:34:05,2025-04-10 12:54:05
liu_002,Liu Wei,1005,(064)659-4990x04044,2025-04-17 06:26:52,2025-04-17 06:34:52
jane_003,Jane Smith,1002,221.929.1975x0072,2025-04-26 06:46:18,2025-04-26 06:59:18
maria_003,Maria Garcia,1004,443-655-2793,2025-04-19 18:00:15,2025-04-19 18:25:15
liu_001,Liu Wei,1005,736.655.4045x446,2025-04-24 00:51:16,2025-04-24 01:21:16
maria_001,Maria Garcia,1004,(747)994-3684x759,2025-04-09 21:23:00,2025-04-09 21:43:00
liu_001,Liu Wei,1005,044.712.8058x57130,2025-04-12 15:37:35,2025-04-12 15:55:35
john_002,John Doe,101,1001,(155)422-5224x9906,2025-04-23 10:10:17,2025-04-23 10:21:17
john_001,John Doe,101,1001,001-220-585-7951x26477,2025-04-15 02:05:42,2025-04-15 02:11:42
liu_002,Liu Wei,1005,289.044.0497,2025-04-13 19:33:49,2025-04-13 19:53:49
maria_003,Maria Garcia,1004,827-219-0674,2025-04-28 20:16:03,2025-04-28 20:35:03
maria_001,Maria Garcia,1004,987-865-9083x62915,2025-04-06 07:51:18,2025-04-06 08:17:18
ali_001,Ali Khan,1003,(996)499-2394,2025-04-04 11:27:27,2025-04-04 11:55:27
maria_003,Maria Garcia,1004,801-988-0160x609,2025-04-01 21:24:27,2025-04-01 21:40:27
ali_002,Ali Khan,1003,(225)601-8435,2025-04-13 12:14:22,2025-04-13 12:25:22
ali_001,Ali Khan,1003,001-948-783-5855,2025-04-04 13:30:24,2025-04-04 13:38:24
liu_002,Liu Wei,1005,(825)676-6077x05196,2025-04-05 14:43:39,2025-04-05 15:03:39
maria_003,Maria Garcia,1004,001-222-289-2104x09915,2025-04-08 13:32:39,2025-04-08 14:02:39
ali_003,Ali Khan,1003,(232)418-5816x472,2025-04-14 18:02:23,2025-04-14 18:20:23
